field1,GEOID,STATE,PLACENS,BLKGRP,BLOCK,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,GEOID10,field1:1,GEOID10:1,BLOCKCE10,INTPTLAT10,INTPTLON10
941,4.82012E+14,48,2410796,1,1000,15,11,4,3,0,3,0,0,0,0,1,20,16,4,3,0,3,0,0,0,0,1,4.82012E+14,203870,4.82012E+14,1000,29.7893967,-95.351583
942,4.82012E+14,48,2410796,1,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,896293,4.82012E+14,1001,29.7893761,-95.3525576
943,4.82012E+14,48,2410796,1,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,301734,4.82012E+14,1002,29.7893668,-95.3535353
944,4.82012E+14,48,2410796,1,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,641840,4.82012E+14,1003,29.7893552,-95.3545176
945,4.82012E+14,48,2410796,1,1004,10,2,8,7,5,2,0,0,0,0,1,14,6,8,7,5,2,0,0,0,0,1,4.82012E+14,176715,4.82012E+14,1004,29.7893452,-95.3555808
946,4.82012E+14,48,2410796,1,1005,18,11,7,6,2,4,0,0,0,0,1,19,11,8,7,3,4,0,0,0,0,1,4.82012E+14,431684,4.82012E+14,1005,29.7884695,-95.3555697
947,4.82012E+14,48,2410796,1,1006,72,72,0,0,0,0,0,0,0,0,0,115,115,0,0,0,0,0,0,0,0,0,4.82012E+14,245967,4.82012E+14,1006,29.7884867,-95.3544961
948,4.82012E+14,48,2410796,1,1007,2,2,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4.82012E+14,816180,4.82012E+14,1007,29.7885067,-95.3535115
949,4.82012E+14,48,2410796,1,1008,24,8,16,16,4,12,0,0,0,0,0,30,14,16,16,4,12,0,0,0,0,0,4.82012E+14,802089,4.82012E+14,1008,29.7885189,-95.3525389
950,4.82012E+14,48,2410796,1,1009,37,22,15,15,5,10,0,0,0,0,0,47,31,16,16,5,11,0,0,0,0,0,4.82012E+14,559473,4.82012E+14,1009,29.7885378,-95.3515699
951,4.82012E+14,48,2410796,1,1010,49,47,2,2,0,1,0,0,0,1,0,58,56,2,2,0,1,0,0,0,1,0,4.82012E+14,345455,4.82012E+14,1010,29.7876823,-95.3515487
952,4.82012E+14,48,2410796,1,1011,47,47,0,0,0,0,0,0,0,0,0,63,61,2,2,0,2,0,0,0,0,0,4.82012E+14,854274,4.82012E+14,1011,29.7876643,-95.3525222
953,4.82012E+14,48,2410796,1,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,582760,4.82012E+14,1012,29.7876501,-95.3534943
954,4.82012E+14,48,2410796,1,1013,24,21,3,3,3,0,0,0,0,0,0,30,27,3,3,3,0,0,0,0,0,0,4.82012E+14,433245,4.82012E+14,1013,29.7876303,-95.3544739
955,4.82012E+14,48,2410796,1,1014,62,59,3,1,1,0,0,0,0,0,2,83,76,7,3,1,2,0,0,0,0,4,4.82012E+14,460174,4.82012E+14,1014,29.7876058,-95.3555572
956,4.82012E+14,48,2410796,1,1015,14,12,2,2,1,0,0,1,0,0,0,25,22,3,3,2,0,0,1,0,0,0,4.82012E+14,447143,4.82012E+14,1015,29.78647,-95.3555387
957,4.82012E+14,48,2410796,1,1016,26,24,2,1,1,0,0,0,0,0,1,28,25,3,2,1,1,0,0,0,0,1,4.82012E+14,872946,4.82012E+14,1016,29.7867787,-95.354453
958,4.82012E+14,48,2410796,1,1017,24,17,7,6,0,6,0,0,0,0,1,24,17,7,6,0,6,0,0,0,0,1,4.82012E+14,460173,4.82012E+14,1017,29.7867934,-95.3534804
959,4.82012E+14,48,2410796,1,1018,32,22,10,10,8,0,0,2,0,0,0,35,24,11,11,8,0,0,2,0,1,0,4.82012E+14,624801,4.82012E+14,1018,29.7868092,-95.3525072
960,4.82012E+14,48,2410796,1,1019,27,25,2,2,0,2,0,0,0,0,0,44,37,7,6,4,2,0,0,0,0,1,4.82012E+14,802088,4.82012E+14,1019,29.786832,-95.3515237
961,4.82012E+14,48,2410796,1,1020,18,13,5,5,0,5,0,0,0,0,0,21,16,5,5,0,5,0,0,0,0,0,4.82012E+14,306037,4.82012E+14,1020,29.7859836,-95.3515023
962,4.82012E+14,48,2410796,1,1021,21,20,1,1,0,1,0,0,0,0,0,32,31,1,1,0,1,0,0,0,0,0,4.82012E+14,642850,4.82012E+14,1021,29.785964,-95.3524877
963,4.82012E+14,48,2410796,1,1022,62,60,2,2,2,0,0,0,0,0,0,71,69,2,2,2,0,0,0,0,0,0,4.82012E+14,745002,4.82012E+14,1022,29.7857965,-95.3534608
964,4.82012E+14,48,2410796,1,1023,19,17,2,2,2,0,0,0,0,0,0,23,21,2,2,2,0,0,0,0,0,0,4.82012E+14,351341,4.82012E+14,1023,29.7855683,-95.3549143
965,4.82012E+14,48,2410796,1,1024,9,9,0,0,0,0,0,0,0,0,0,21,20,1,0,0,0,0,0,0,0,1,4.82012E+14,802087,4.82012E+14,1024,29.7851552,-95.3513893
966,4.82012E+14,48,2410796,1,1025,15,14,1,1,0,1,0,0,0,0,0,20,19,1,1,0,1,0,0,0,0,0,4.82012E+14,699632,4.82012E+14,1025,29.7851139,-95.3524687
967,4.82012E+14,48,2410796,1,1026,29,25,4,4,4,0,0,0,0,0,0,29,25,4,4,4,0,0,0,0,0,0,4.82012E+14,698497,4.82012E+14,1026,29.7847495,-95.3534809
968,4.82012E+14,48,2410796,1,1027,51,47,4,4,4,0,0,0,0,0,0,61,56,5,5,5,0,0,0,0,0,0,4.82012E+14,881269,4.82012E+14,1027,29.7847425,-95.3542971
969,4.82012E+14,48,2410796,1,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,336038,4.82012E+14,1028,29.7846242,-95.3554138
970,4.82012E+14,48,2410796,1,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,745001,4.82012E+14,1029,29.7845157,-95.3518919
971,4.82012E+14,48,2410796,1,1030,44,29,15,15,10,2,0,3,0,0,0,62,47,15,15,10,2,0,3,0,0,0,4.82012E+14,730963,4.82012E+14,1030,29.7845149,-95.3526523
1017,4.82012E+14,48,2410796,2,2000,38,30,8,8,6,2,0,0,0,0,0,49,40,9,9,7,2,0,0,0,0,0,4.82012E+14,788043,4.82012E+14,2000,29.7838382,-95.3518389
1018,4.82012E+14,48,2410796,2,2001,38,34,4,3,3,0,0,0,0,0,1,51,43,8,7,4,0,0,0,0,3,1,4.82012E+14,899398,4.82012E+14,2001,29.783836,-95.3526463
1019,4.82012E+14,48,2410796,2,2002,30,23,7,7,7,0,0,0,0,0,0,32,25,7,7,7,0,0,0,0,0,0,4.82012E+14,784390,4.82012E+14,2002,29.7838271,-95.3534671
1020,4.82012E+14,48,2410796,2,2003,22,15,7,6,6,0,0,0,0,0,1,27,20,7,6,6,0,0,0,0,0,1,4.82012E+14,107114,4.82012E+14,2003,29.7838219,-95.3542865
1021,4.82012E+14,48,2410796,2,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,867784,4.82012E+14,2004,29.7838202,-95.3554003
1022,4.82012E+14,48,2410796,2,2005,443,44,399,376,14,357,0,2,0,3,23,847,63,784,742,20,712,0,2,0,8,42,4.82012E+14,156450,4.82012E+14,2005,29.7837952,-95.3578385
1023,4.82012E+14,48,2410796,2,2006,204,156,48,48,46,0,2,0,0,0,0,227,179,48,48,46,0,2,0,0,0,0,4.82012E+14,655446,4.82012E+14,2006,29.7830156,-95.3599408
1024,4.82012E+14,48,2410796,2,2007,6,5,1,1,0,1,0,0,0,0,0,11,10,1,1,0,1,0,0,0,0,0,4.82012E+14,151142,4.82012E+14,2007,29.782621,-95.3606397
1025,4.82012E+14,48,2410796,2,2008,41,39,2,2,2,0,0,0,0,0,0,48,46,2,2,2,0,0,0,0,0,0,4.82012E+14,167165,4.82012E+14,2008,29.7823452,-95.3614048
1026,4.82012E+14,48,2410796,2,2009,21,13,8,8,6,2,0,0,0,0,0,29,20,9,9,6,2,0,0,0,1,0,4.82012E+14,531101,4.82012E+14,2009,29.7820704,-95.3621713
1027,4.82012E+14,48,2410796,2,2010,10,10,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,4.82012E+14,570717,4.82012E+14,2010,29.7817945,-95.3629504
1028,4.82012E+14,48,2410796,2,2011,8,5,3,3,1,2,0,0,0,0,0,13,8,5,4,1,3,0,0,0,0,1,4.82012E+14,94260,4.82012E+14,2011,29.781509,-95.3637454
1029,4.82012E+14,48,2410796,2,2012,132,116,16,15,15,0,0,0,0,0,1,143,127,16,15,15,0,0,0,0,0,1,4.82012E+14,135571,4.82012E+14,2012,29.7810626,-95.364483
1030,4.82012E+14,48,2410796,2,2013,47,37,10,8,6,2,0,0,0,0,2,52,41,11,8,6,2,0,0,0,0,3,4.82012E+14,659404,4.82012E+14,2013,29.7808245,-95.3651322
1031,4.82012E+14,48,2410796,2,2014,29,27,2,2,1,0,0,0,0,1,0,35,32,3,2,1,0,0,0,0,1,1,4.82012E+14,278622,4.82012E+14,2014,29.7817111,-95.365551
1032,4.82012E+14,48,2410796,2,2015,19,16,3,3,3,0,0,0,0,0,0,27,24,3,3,3,0,0,0,0,0,0,4.82012E+14,334207,4.82012E+14,2015,29.7814917,-95.36615
1033,4.82012E+14,48,2410796,2,2016,36,36,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,4.82012E+14,310317,4.82012E+14,2016,29.7812375,-95.3668445
1034,4.82012E+14,48,2410796,2,2017,28,22,6,6,6,0,0,0,0,0,0,38,32,6,6,6,0,0,0,0,0,0,4.82012E+14,555817,4.82012E+14,2017,29.7809669,-95.3675048
1035,4.82012E+14,48,2410796,2,2018,136,132,4,4,4,0,0,0,0,0,0,171,167,4,4,4,0,0,0,0,0,0,4.82012E+14,824357,4.82012E+14,2018,29.7800819,-95.3671214
1036,4.82012E+14,48,2410796,2,2019,34,34,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,4.82012E+14,702358,4.82012E+14,2019,29.7803572,-95.3664213
1037,4.82012E+14,48,2410796,2,2020,32,25,7,7,0,4,0,3,0,0,0,36,29,7,7,0,4,0,3,0,0,0,4.82012E+14,515206,4.82012E+14,2020,29.7806135,-95.3657268
1044,4.82012E+14,48,2410796,1,1000,69,36,33,28,25,3,0,0,0,0,5,96,56,40,35,31,3,1,0,0,0,5,4.82012E+14,213789,4.82012E+14,1000,29.7980375,-95.3584436
1045,4.82012E+14,48,2410796,1,1001,25,14,11,11,10,0,0,0,1,0,0,35,23,12,11,10,0,0,0,1,0,1,4.82012E+14,582762,4.82012E+14,1001,29.7994386,-95.3583085
1046,4.82012E+14,48,2410796,1,1002,33,11,22,22,19,0,0,0,0,3,0,44,18,26,26,23,0,0,0,0,3,0,4.82012E+14,545323,4.82012E+14,1002,29.7991269,-95.360967
1047,4.82012E+14,48,2410796,1,1003,485,399,86,79,34,35,0,10,0,0,7,728,611,117,110,40,59,0,11,0,0,7,4.82012E+14,174905,4.82012E+14,1003,29.7991217,-95.3615161
1048,4.82012E+14,48,2410796,1,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,383872,4.82012E+14,1004,29.7991117,-95.3624548
1049,4.82012E+14,48,2410796,1,1005,14,7,7,7,7,0,0,0,0,0,0,17,9,8,8,7,1,0,0,0,0,0,4.82012E+14,340075,4.82012E+14,1005,29.7990994,-95.3633748
1050,4.82012E+14,48,2410796,1,1006,31,28,3,2,1,0,0,1,0,0,1,44,35,9,4,2,0,1,1,0,0,5,4.82012E+14,359506,4.82012E+14,1006,29.7990842,-95.3642921
1051,4.82012E+14,48,2410796,1,1007,40,37,3,3,0,1,0,2,0,0,0,54,51,3,3,0,1,0,2,0,0,0,4.82012E+14,885439,4.82012E+14,1007,29.7990676,-95.3652162
1052,4.82012E+14,48,2410796,1,1008,51,50,1,1,0,0,0,1,0,0,0,58,57,1,1,0,0,0,1,0,0,0,4.82012E+14,386543,4.82012E+14,1008,29.7990589,-95.3661413
1053,4.82012E+14,48,2410796,1,1009,65,61,4,3,1,2,0,0,0,0,1,76,72,4,3,1,2,0,0,0,0,1,4.82012E+14,253470,4.82012E+14,1009,29.7993947,-95.3672701
1054,4.82012E+14,48,2410796,1,1010,59,45,14,14,14,0,0,0,0,0,0,74,58,16,14,14,0,0,0,0,0,2,4.82012E+14,474359,4.82012E+14,1010,29.7985463,-95.3672636
1055,4.82012E+14,48,2410796,1,1011,17,12,5,5,3,0,0,2,0,0,0,28,23,5,5,3,0,0,2,0,0,0,4.82012E+14,788048,4.82012E+14,1011,29.7975842,-95.3672534
1056,4.82012E+14,48,2410796,1,1012,16,16,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,4.82012E+14,144913,4.82012E+14,1012,29.7975897,-95.3661252
1057,4.82012E+14,48,2410796,1,1013,34,27,7,6,6,0,0,0,0,0,1,47,34,13,9,6,3,0,0,0,0,4,4.82012E+14,119464,4.82012E+14,1013,29.7973743,-95.3651959
1058,4.82012E+14,48,2410796,1,1014,51,45,6,6,4,2,0,0,0,0,0,66,56,10,9,7,2,0,0,0,0,1,4.82012E+14,698847,4.82012E+14,1014,29.7973799,-95.3642721
1059,4.82012E+14,48,2410796,1,1015,37,36,1,1,0,1,0,0,0,0,0,44,42,2,1,0,1,0,0,0,0,1,4.82012E+14,379232,4.82012E+14,1015,29.7973967,-95.3633515
1060,4.82012E+14,48,2410796,1,1016,38,34,4,4,3,1,0,0,0,0,0,43,37,6,6,5,1,0,0,0,0,0,4.82012E+14,193319,4.82012E+14,1016,29.7974092,-95.3624307
1061,4.82012E+14,48,2410796,1,1017,39,31,8,7,7,0,0,0,0,0,1,51,42,9,7,7,0,0,0,0,0,2,4.82012E+14,193061,4.82012E+14,1017,29.7974208,-95.3614916
1062,4.82012E+14,48,2410796,1,1018,20,12,8,7,7,0,0,0,0,0,1,24,13,11,10,10,0,0,0,0,0,1,4.82012E+14,887266,4.82012E+14,1018,29.797432,-95.3609428
1063,4.82012E+14,48,2410796,1,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,343473,4.82012E+14,1019,29.7986228,-95.3599315
1064,4.82012E+14,48,2410796,1,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,872951,4.82012E+14,1020,29.7957163,-95.3604669
1065,4.82012E+14,48,2410796,1,1021,39,27,12,9,2,3,0,0,0,4,3,43,31,12,9,2,3,0,0,0,4,3,4.82012E+14,285769,4.82012E+14,1021,29.7957292,-95.3596987
1066,4.82012E+14,48,2410796,1,1022,91,88,3,0,0,0,0,0,0,0,3,105,101,4,0,0,0,0,0,0,0,4,4.82012E+14,830417,4.82012E+14,1022,29.7956357,-95.3582428
1067,4.82012E+14,48,2410796,1,1023,1,0,1,1,0,1,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,4.82012E+14,148677,4.82012E+14,1023,29.7965137,-95.3578775
1068,4.82012E+14,48,2410796,1,1024,35,28,7,7,1,5,0,1,0,0,0,41,32,9,9,2,6,0,1,0,0,0,4.82012E+14,313899,4.82012E+14,1024,29.7957013,-95.362403
1069,4.82012E+14,48,2410796,1,1025,11,10,1,1,0,0,0,0,1,0,0,13,12,1,1,0,0,0,0,1,0,0,4.82012E+14,816184,4.82012E+14,1025,29.7957788,-95.3633171
1070,4.82012E+14,48,2410796,1,1026,42,27,15,12,12,0,0,0,0,0,3,59,44,15,12,12,0,0,0,0,0,3,4.82012E+14,783227,4.82012E+14,1026,29.7962076,-95.3642158
1071,4.82012E+14,48,2410796,1,1027,15,12,3,3,3,0,0,0,0,0,0,18,14,4,4,4,0,0,0,0,0,0,4.82012E+14,545322,4.82012E+14,1027,29.7958955,-95.3648245
1072,4.82012E+14,48,2410796,1,1028,53,38,15,14,7,7,0,0,0,0,1,60,43,17,14,7,7,0,0,0,0,3,4.82012E+14,688093,4.82012E+14,1028,29.7964752,-95.3664558
1073,4.82012E+14,48,2410796,1,1029,87,74,13,13,4,9,0,0,0,0,0,94,81,13,13,4,9,0,0,0,0,0,4.82012E+14,816183,4.82012E+14,1029,29.7952785,-95.3651677
1074,4.82012E+14,48,2410796,1,1030,47,42,5,3,3,0,0,0,0,0,2,55,50,5,3,3,0,0,0,0,0,2,4.82012E+14,262347,4.82012E+14,1030,29.7940666,-95.3636219
1075,4.82012E+14,48,2410796,1,1031,54,49,5,5,3,2,0,0,0,0,0,71,66,5,5,3,2,0,0,0,0,0,4.82012E+14,238821,4.82012E+14,1031,29.7948202,-95.3635206
1076,4.82012E+14,48,2410796,1,1032,39,35,4,4,0,4,0,0,0,0,0,47,43,4,4,0,4,0,0,0,0,0,4.82012E+14,217025,4.82012E+14,1032,29.797193,-95.3578484
1077,4.82012E+14,48,2410796,1,1033,13,9,4,4,0,2,0,2,0,0,0,20,16,4,4,0,2,0,2,0,0,0,4.82012E+14,460175,4.82012E+14,1033,29.7957168,-95.3614664
1078,4.82012E+14,48,2410796,1,1034,31,29,2,0,0,0,0,0,0,0,2,39,37,2,0,0,0,0,0,0,0,2,4.82012E+14,115470,4.82012E+14,1034,29.7957195,-95.3609183
1079,4.82012E+14,48,2410796,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,527896,4.82012E+14,2000,29.7996211,-95.3508659
1080,4.82012E+14,48,2410796,2,2001,20,13,7,7,6,1,0,0,0,0,0,20,13,7,7,6,1,0,0,0,0,0,4.82012E+14,796879,4.82012E+14,2001,29.7996048,-95.3518434
1081,4.82012E+14,48,2410796,2,2002,34,19,15,14,7,7,0,0,0,0,1,35,20,15,14,7,7,0,0,0,0,1,4.82012E+14,469796,4.82012E+14,2002,29.799588,-95.3528256
1082,4.82012E+14,48,2410796,2,2003,20,11,9,9,9,0,0,0,0,0,0,32,21,11,11,11,0,0,0,0,0,0,4.82012E+14,440026,4.82012E+14,2003,29.7995704,-95.3538066
1083,4.82012E+14,48,2410796,2,2004,55,50,5,5,0,0,0,5,0,0,0,73,68,5,5,0,0,0,5,0,0,0,4.82012E+14,254070,4.82012E+14,2004,29.7995517,-95.3547811
1084,4.82012E+14,48,2410796,2,2005,20,19,1,1,0,1,0,0,0,0,0,27,25,2,2,1,1,0,0,0,0,0,4.82012E+14,584212,4.82012E+14,2005,29.7995361,-95.3557438
1085,4.82012E+14,48,2410796,2,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,745006,4.82012E+14,2006,29.7995239,-95.3567258
1086,4.82012E+14,48,2410796,2,2007,21,21,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,4.82012E+14,460177,4.82012E+14,2007,29.7986682,-95.356699
1087,4.82012E+14,48,2410796,2,2008,12,7,5,5,4,1,0,0,0,0,0,14,9,5,5,4,1,0,0,0,0,0,4.82012E+14,312732,4.82012E+14,2008,29.7986808,-95.3557227
1088,4.82012E+14,48,2410796,2,2009,32,28,4,3,0,3,0,0,0,0,1,38,31,7,3,0,3,0,0,0,0,4,4.82012E+14,898786,4.82012E+14,2009,29.7986998,-95.3547613
1089,4.82012E+14,48,2410796,2,2010,17,17,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,4.82012E+14,72351,4.82012E+14,2010,29.7987227,-95.3537873
1090,4.82012E+14,48,2410796,2,2011,27,19,8,8,5,3,0,0,0,0,0,31,23,8,8,5,3,0,0,0,0,0,4.82012E+14,276523,4.82012E+14,2011,29.7987421,-95.3528077
1091,4.82012E+14,48,2410796,2,2012,17,13,4,4,0,4,0,0,0,0,0,28,23,5,5,0,4,1,0,0,0,0,4.82012E+14,460176,4.82012E+14,2012,29.7987578,-95.3518287
1092,4.82012E+14,48,2410796,2,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,673845,4.82012E+14,2013,29.7987703,-95.3508468
1093,4.82012E+14,48,2410796,2,2014,9,4,5,4,0,4,0,0,0,0,1,13,8,5,4,0,4,0,0,0,0,1,4.82012E+14,631050,4.82012E+14,2014,29.7979252,-95.35082
1094,4.82012E+14,48,2410796,2,2015,11,11,0,0,0,0,0,0,0,0,0,14,13,1,0,0,0,0,0,0,0,1,4.82012E+14,454962,4.82012E+14,2015,29.7979018,-95.3518098
1095,4.82012E+14,48,2410796,2,2016,24,15,9,9,0,9,0,0,0,0,0,33,24,9,9,0,9,0,0,0,0,0,4.82012E+14,151657,4.82012E+14,2016,29.7978828,-95.3527868
1096,4.82012E+14,48,2410796,2,2017,26,26,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,4.82012E+14,373004,4.82012E+14,2017,29.7978655,-95.3537616
1097,4.82012E+14,48,2410796,2,2018,24,21,3,3,3,0,0,0,0,0,0,28,23,5,5,5,0,0,0,0,0,0,4.82012E+14,856115,4.82012E+14,2018,29.797848,-95.3547349
1098,4.82012E+14,48,2410796,2,2019,15,14,1,1,0,1,0,0,0,0,0,18,14,4,4,0,4,0,0,0,0,0,4.82012E+14,810908,4.82012E+14,2019,29.7978293,-95.355701
1099,4.82012E+14,48,2410796,2,2020,18,18,0,0,0,0,0,0,0,0,0,32,29,3,3,0,3,0,0,0,0,0,4.82012E+14,75845,4.82012E+14,2020,29.7978158,-95.3566797
1100,4.82012E+14,48,2410796,2,2021,26,23,3,2,0,2,0,0,0,0,1,27,23,4,3,0,3,0,0,0,0,1,4.82012E+14,298665,4.82012E+14,2021,29.7969619,-95.3566613
1101,4.82012E+14,48,2410796,2,2022,5,0,5,5,4,0,0,1,0,0,0,15,10,5,5,4,0,0,1,0,0,0,4.82012E+14,224669,4.82012E+14,2022,29.7969766,-95.3556751
1102,4.82012E+14,48,2410796,2,2023,27,22,5,5,0,5,0,0,0,0,0,30,25,5,5,0,5,0,0,0,0,0,4.82012E+14,730967,4.82012E+14,2023,29.7969965,-95.3547102
1103,4.82012E+14,48,2410796,2,2024,20,14,6,6,0,6,0,0,0,0,0,26,20,6,6,0,6,0,0,0,0,0,4.82012E+14,557367,4.82012E+14,2024,29.7970115,-95.3537381
1104,4.82012E+14,48,2410796,2,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82012E+14,573869,4.82012E+14,2025,29.7966016,-95.3527488
1105,4.82012E+14,48,2410796,2,2026,17,13,4,4,2,0,0,0,2,0,0,25,21,4,4,2,0,0,0,2,0,0,4.82012E+14,98992,4.82012E+14,2026,29.7970455,-95.3517831
1106,4.82012E+14,48,2410796,2,2027,35,26,9,9,0,9,0,0,0,0,0,44,35,9,9,0,9,0,0,0,0,0,4.82012E+14,588179,4.82012E+14,2027,29.7970683,-95.3507928
1107,4.82012E+14,48,2410796,2,2028,25,14,11,11,3,8,0,0,0,0,0,30,17,13,13,3,9,1,0,0,0,0,4.82012E+14,124059,4.82012E+14,2028,29.7962192,-95.3507738
1108,4.82012E+14,48,2410796,2,2029,13,9,4,3,0,3,0,0,0,0,1,28,21,7,6,0,6,0,0,0,0,1,4.82012E+14,75131,4.82012E+14,2029,29.7961982,-95.3517596
1109,4.82012E+14,48,2410796,2,2030,13,11,2,1,0,1,0,0,0,0,1,33,30,3,2,0,2,0,0,0,0,1,4.82012E+14,602393,4.82012E+14,2030,29.7953545,-95.351736
1110,4.82012E+14,48,2410796,2,2031,25,23,2,1,1,0,0,0,0,0,1,36,33,3,2,2,0,0,0,0,0,1,4.82012E+14,659410,4.82012E+14,2031,29.7953765,-95.3507568
1111,4.82012E+14,48,2410796,2,2032,10,5,5,5,0,2,0,0,0,3,0,18,13,5,5,0,2,0,0,0,3,0,4.82012E+14,397726,4.82012E+14,2032,29.7945274,-95.3507368
1112,4.82012E+14,48,2410796,2,2033,15,7,8,7,3,4,0,0,0,0,1,15,7,8,7,3,4,0,0,0,0,1,4.82012E+14,412009,4.82012E+14,2033,29.7945092,-95.3517152
1113,4.82012E+14,48,2410796,2,2034,1,0,1,1,1,0,0,0,0,0,0,7,6,1,1,1,0,0,0,0,0,0,4.82012E+14,370966,4.82012E+14,2034,29.7944908,-95.3526835
1114,4.82012E+14,48,2410796,2,2035,26,25,1,1,0,1,0,0,0,0,0,26,25,1,1,0,1,0,0,0,0,0,4.82012E+14,640619,4.82012E+14,2035,29.7953264,-95.3529608
1115,4.82012E+14,48,2410796,2,2036,17,15,2,1,0,1,0,0,0,0,1,23,21,2,1,0,1,0,0,0,0,1,4.82012E+14,272992,4.82012E+14,2036,29.7953143,-95.3536931
1116,4.82012E+14,48,2410796,2,2037,21,9,12,12,7,5,0,0,0,0,0,27,15,12,12,7,5,0,0,0,0,0,4.82012E+14,423375,4.82012E+14,2037,29.7961616,-95.3537178
1117,4.82012E+14,48,2410796,2,2038,24,15,9,9,0,9,0,0,0,0,0,36,27,9,9,0,9,0,0,0,0,0,4.82012E+14,80793,4.82012E+14,2038,29.7961423,-95.3546863
1118,4.82012E+14,48,2410796,2,2039,14,13,1,1,0,0,0,0,1,0,0,14,13,1,1,0,0,0,0,1,0,0,4.82012E+14,63843,4.82012E+14,2039,29.7961249,-95.3556519
1119,4.82012E+14,48,2410796,2,2040,44,30,14,14,8,6,0,0,0,0,0,59,43,16,16,8,7,1,0,0,0,0,4.82012E+14,858866,4.82012E+14,2040,29.7961116,-95.3566299
1120,4.82012E+14,48,2410796,2,2041,39,38,1,1,0,1,0,0,0,0,0,51,50,1,1,0,1,0,0,0,0,0,4.82012E+14,148876,4.82012E+14,2041,29.7952594,-95.3566017
1121,4.82012E+14,48,2410796,2,2042,33,32,1,1,0,1,0,0,0,0,0,41,39,2,1,0,1,0,0,0,0,1,4.82012E+14,215457,4.82012E+14,2042,29.7952788,-95.3556286
1122,4.82012E+14,48,2410796,2,2043,34,30,4,4,2,0,0,2,0,0,0,44,39,5,5,2,1,0,2,0,0,0,4.82012E+14,759270,4.82012E+14,2043,29.7952942,-95.3546654
1123,4.82012E+14,48,2410796,2,2044,20,20,0,0,0,0,0,0,0,0,0,33,29,4,4,0,3,0,1,0,0,0,4.82012E+14,445675,4.82012E+14,2044,29.7944516,-95.3546451
1124,4.82012E+14,48,2410796,2,2045,20,15,5,5,0,5,0,0,0,0,0,39,34,5,5,0,5,0,0,0,0,0,4.82012E+14,263916,4.82012E+14,2045,29.7944652,-95.3536607
1125,4.82012E+14,48,2410796,2,2046,18,18,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,4.82012E+14,688142,4.82012E+14,2046,29.7936253,-95.3536282
1126,4.82012E+14,48,2410796,2,2047,2,1,1,1,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,4.82012E+14,263610,4.82012E+14,2047,29.7936405,-95.3526512
1127,4.82012E+14,48,2410796,2,2048,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,2,0,0,0,0,0,0,4.82012E+14,391480,4.82012E+14,2048,29.7936556,-95.3516906
1128,4.82012E+14,48,2410796,2,2049,2,0,2,2,0,2,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,4.82012E+14,342947,4.82012E+14,2049,29.7936916,-95.3507323
